Actual,Predicted
2359.23,2359.2300000000005
3218.9,3218.9000000000024
124.5,124.49999999999818
2528.26,2528.26
2398.44,2398.44
3269.0,3268.9999999999995
877.69,877.6900000000028
532.38,532.3799999999997
247.03,247.03000000000065
4092.48,4092.4800000000014
124.5,124.49999999999955
3247.72,3247.7199999999993
2223.27,2223.2699999999977
2530.9100000000003,2530.909999999999
6107.64,6107.6399999999985
1456.26,1456.2600000000002
144.49,144.49000000000115
3435.56,3435.5600000000018
1235.15,1235.1499999999978
9213.27,9213.269999999999
5698.4,5698.4
919.0,919.0000000000009
5987.89,5987.889999999999
1622.7600000000002,1622.760000000001
1434.19,1434.1900000000014
5394.56,5394.559999999999
741.09,741.0899999999983
6804.35,6804.350000000002
